用户名,评论时间,IP属地,评论分数,有用数量,短评内容
落日之后看星星,2022-03-20 17:43:18,,5星,27,难以想象这是65年前的电影！从人物性格 演技 剧情 都无懈可击 太精彩了～辩护律师毒舌 诙谐 专业 有道德，最后几分钟反转连着反转——她处决了他
朱欢尘,2017-01-15 13:40:09,,5星,31,虽然这种傲娇毒舌大律师人设现在已经比较常用了，但本片作为首创还是很厉害的。几位主演演技非常好，女主气质极佳，真不敢相信56了…最可爱的是片尾的旁白：希望大家考虑到更多还没观看本片的观众，不要透露剧情。这样郑重其事的嘱托好萌！
CyberKnight电子骑士,2012-03-05 10:46:16,,5星,7,超好！怀尔德的剧本和把握棒极了，角色各个出彩！情节在不动声色中波澜起伏。
蔕,2019-07-24 22:22:24,,4星,8,大概刑侦类看太多了，所以这个故事一开始，当嫌烦说出他的妻子是一名演员而很快他的妻子冷静的出现在辩护律师面前的时候，就猜到这是一场自导自演的反转骗局了。当你没有证人的时候，我为你制造一名证人。因为猜到了，所以故事后续的走向就没有任何惊艳，就像是，你是导演，非常清楚下一步是什么。剧本很扎实，虽然演员的表演风格有些刻意，但作为57年的作品是相当不错了。结局对观众很善良，但也失去了一些震撼。要说同时代同类型电影，我更喜欢57版的12怒汉，现在看来，也的确如此
雾谷人,2023-01-30 22:21:33,广东,5星,23,哇….完全被骗到了。所有人的演技叹为观止。
巴喆,2015-09-24 12:54:04,,5星,17,杀人男走了欧美陪审团案例法的漏洞，只能说女演员爱的很天真。法庭控辩双方的辩论精彩至极。剧本无可挑剔，几度反转的剧情，严谨的逻辑思辨，非常人性的司法过程。伟大的电影！9.4
momo,2022-09-11 23:09:31,广东,5星,31,玛琳从出现第一幕就既禁欲又欲，我一个女生被她迷的五迷三道的～从前的导演对美的把控这一块拿捏得死死的。说回剧情的感受，一个女人为了爱情，可以有多么机智，勇敢，演技爆表，不顾一切，而一个男的能有多无情，花心，残忍，自私…男人的演技只为自己，女人的演技为了男人，七十年前的电影就已经把男人说透了。
whó,2022-08-14 14:43:18,,5星,47,真担心律师在法庭上心脏病发
陆与,2023-07-30 18:04:24,湖南,5星,51,“她处决了他”
废话小猫,2024-12-01 23:40:51,北京,5星,17,不管是影片的剧本、镜头调度、演技、对于未来犯罪电影甚至整个影史的影响程度都绝对不止五颗星。特意选了这部作为我的第3000部观影里程碑真的不负期待。看到中途会想是不是一场对于女主和女性的猎巫，看到最后又发现是爱到失去自我的女人对渣男的审判。悬疑性够好，整体也够紧凑，台词更是绝好，甚至还有很多笑点，方方面面都做到了极致。“一个濒临溺水的人抓住剃须刀片”居然是最点睛也最形象的形容。不是女性电影，但是却把女性的光辉展现出来了，即使她做了很多错事（但全程其实根本没做任何一句伪证），但又真的充满对女性的尊重。“男人贪心，女人贪爱。”“她不是杀了他，而是处决了他。”“永远不要背叛真爱。”最后，由衷地感谢这个字幕，实在是太好了，虽然也有瑕疵，但是却也给了更为全面和独到的认知和体验。
余小岛,2017-04-05 10:42:33,,4星,30,一部近乎完美的电影。最后的防剧透提醒真是体贴。。。
掉线,2014-01-23 15:06:28,,4星,13,【B+】结局让这片质量拔高不少，豆瓣分高得吓人
风间隼,2017-10-18 21:16:20,,5星,16,资料馆看过，忘标了。最后的大反转不知影响了多少后来者，难怪一开始就出字幕“看完请不要剧透”。。。
水木丁,2017-03-27 10:23:01,,未评分,24,对于读过阿加莎克里斯蒂大多数作品的人来说，因为对阿婆的套路比较了解，看到阿婆的名字本身就等于剧透了。
