用户名,评论时间,IP属地,评论分数,有用数量,短评内容
Parallax...,2024-12-22 20:14:24,北京,3星,4,影片剥除了血统与承袭式的王生王，将你必须成为王的逻辑转为了你是否有资格成为王的逻辑，但却将悲剧的源头赋予在了一只由女性狮子引起的青春期三角关系上，使兄弟间最初的背叛与恩怨情仇被塑造为是因嫉妒与自卑而出的报复，在这里一方面女性狮子又是作为原罪或者说潘多拉般的存在（除了三角关系这一灾与幸的暧昧形象也体现在用蜜蜂引发象群的骚动上），而另一方面作为后续支撑两人情感关系的铺垫与源头还是略显小格局且私人化与稚嫩了些，同比今年另一对相爱相杀的霸天虎与擎天柱的差异明显。
Ferr_lee0519,2024-12-21 02:29:09,福建,3星,12,想不明白堂堂皇位继承狮刀疤为什么比流浪木法沙瘦弱那么多
IRONiccc,2024-12-26 08:48:03,辽宁,4星,4,刀疤，一款荣耀王国安陵容，虽然一般但是饭吃到爽了，四星吧
CoolKid.✨,2024-12-20 16:25:51,河北,2星,26,有钱做特效不如多请几个编剧...
。,2024-12-23 23:59:21,北京,3星,6,Poor Taka……
,2024-12-22 13:25:03,江苏,3星,6,已经忍受不了任何大男主爽文了 狮子也不行！！！但是！！我们小犀鸟太可爱了太可爱了一出现我就听不到别的声音了 而且我一说小鸟在哪里它就出现了耶！（现在我仍然不知道沙祖出场的时候主角们在讲什么 （记录第一次参加南京米子团建(^^)（最后心疼一下疤子
Konano,2024-12-30 22:30:01,辽宁,2星,4,家门口终于有激麦了，所有奔跑的镜头都好好看，然而木法沙和刀疤反目竟是因为争女人也亏迪士尼能写出来，人物关系硬转折都和正传接不上，史诗级自砸招牌有一套，跟擎天柱威震天起源比高下立判，公主听了一夜爷爷历史课后对天一串狮吼还不结束，原来是为了迎接弟弟出生，活狮也有很多地狱。
﹍我是靳小轻♥♡,2024-12-26 20:50:52,法国,1星,1,小时候看第一版狮子王的时候，Mufasa就是我心中永远的王了！后面辛巴高弗都远远不及它，终于可以有机会看狮子王自己的故事了！还有麦叔竟然来自配音了！——————12·26更新:我宁可没看过这部剧，幸好没看那个男频剧男主的配音版，要不真得0星。
xu,2024-12-20 19:35:37,上海,1星,24,只能说太差了，真的太差了，永无创新的剧情，无聊到爆一眼就能知道下一步要干什么的剧情，只觉得刀疤真是太惨了，自己救了木法沙的命，给自己埋了个大坑。自己母亲智障不培养儿子培养个外来的，被木法沙偷了王位还偷了爱情，也不知道母狮子为啥一眼就爱上他了，就必须来点主角光环，这刀疤不反都逆天了。感觉木法沙就无所不能没有任何弱点，男二啥也不会只能当陪衬，女主人设立不起来必须只能当男一爱人。这种俗套的剧情在十年前就已经看腻了，为什么主创现在还要写这种？真的无法理解2024年还有这样的降智剧情。全剧唯一正常人只有刀疤他爹，那个智障刀疤妈如果听他爸的直接驱逐影片到此结束都比我在这坐两小时强
Talent,2024-12-20 22:17:58,江苏,2星,9,狮子王前传。画面升级了。补了故事，失了内涵。刀疤人设非常割裂…
Wongwongwong,2025-01-04 17:11:42,中国香港,4星,0,成王之路好累好麻烦啊。。原来刀疤不是二胎，带入他的视角，真的挺不爽的！！爸爸们都好短命_(:з」∠)_
小旗,2024-12-20 11:27:47,北京,2星,22,延续第一部真狮版的全部缺点尬点，不看都能脑补出八成的剧情，从头儿到尾也没死一只小动物，迪士尼终于榨干了最后的一滴狮油
宋夕,2025-01-05 21:58:23,德国,2星,5,歌不错，但是唱的少，景不错，但是审美疲劳，最佳镜头，大猫伸懒腰，故事很烂，果然，父权糟粕编到最后都成了“精神男同”。PS称王那一段，尬得我脚趾抠地，感觉不止是父权了，简直是白人霸权的体现了。凭啥食草动物要主动向狮子狮子俯首称臣啊？团结起来能战胜白狮子，那就也能战胜黄狮子……
冷秋星落霜,2024-12-21 18:24:14,辽宁,2星,9,一星给特效，一星给狮子的萌。故事特别低幼，特别无聊，感觉木法沙改名叫水法沙吧。歌曲也远不如海洋奇缘。
