用户名,评论时间,IP属地,评论分数,有用数量,短评内容
薇羅尼卡,2024-12-11 20:18:50,广东,3星,8,这，真的get不了一点，从剧情到歌舞，不过结尾看到绿女巫飞起来还是蛮爽的。但，开头看到片名才知道这是个纯纯的上集啊！下集明年才上映，引进的时候为啥片名不标注呢？诈骗差评👎！
eatthisworld,2024-11-29 10:11:48,美国,1星,115,白女抱团霸凌黑女（绿女），突然就成了好朋友了，黑女爱上白女男朋友不得不抑制内心的想法…哦，你说这不是主线？主线是人类迫害动物女巫设法解救被污蔑。什么？主线篇幅只有1/3！！这是什么狗💩剧情，再加上时不时出来唱歌跳舞，简直是颠了！！
sna-ke,2024-12-07 14:04:29,上海,3星,20,3.5分吧，音乐被切的太碎了，情绪进不去，好不容易被带动了起来，又戛然而止，塞了很多没必要的情节，浪费了主题
Pearciac,2024-12-07 02:18:30,法国,5星,141,我才不管那些表字怎么评价这部电影，因为它好看的要命
tlmgt,2024-12-07 22:48:59,上海,5星,74,四星半。1，没有看过原版音乐剧和绿野仙踪一样毫无观影障碍，我也没看过，并不影响享受这场年末娱乐，尤其是喜剧的部分。2，更喜欢前半开心的段落，后半制造冲突也在合理范围内，杨紫琼扮黑脸十足有效。3，Ariana Grande 演绎这个角色暂停流行歌手生涯完全值得，宝贝支持你为了自己喜爱和向往的事情做任何尝试。辛西娅的确是唱得最好的，黑人女性强大声压很能震场子。4，太期待明年的下集以及很想看原版音乐剧，完全被安利到了。6，（含少量剧透）最喜欢的两个片段：格琳达送给辛西娅帽子时响起了一段 doo wop 钢琴很赞，还有大巫师的布影戏。
梦工厂大爷,2024-11-28 16:01:34,北京,1星,99,不敢相信这是环球影业今后2年最重要的项目 心疼自己如坐针毡的3小时。
Missss,2024-12-06 21:41:26,湖北,2星,37,I’m too old for this.前一个小时看校园霸凌，第二个小时看和霸凌头头成好朋友，最后四十分钟为什么还有四十分钟。
L,2024-12-09 08:52:33,湖北,3星,24,三星是因为看了快三个小时居然才发现只拍了一半😅
Fine,2024-11-30 07:34:56,英国,4星,61,种族、美丑、残疾与健全、人类与非人类、阶层，甚至性格——电影构建了一个充满歧视与偏见的世界（或许现实中有过之而无不及）。然而，尽管整部影片通过歌舞形式展现，角色塑造显得较为浅显，但以善良为底色的女主角，依然成为这个充满裂痕的世界中最健全、最完整的人。
杨迪,2024-12-10 00:12:11,湖北,4星,38,3.5星  我承认，最后一飞冲天的情节着实让我热血澎湃，歌也好，舞也棒，有条件的话一定要看IMAX。我的点在于可能不太爱看两女一男的戏码了，以及一些角色情绪和态度的转变稍微有些生硬，总的来说，还是值得一看的，尤其是喜欢音乐剧的观众。
朱蒙,2024-11-27 07:43:12,美国,5星,130,看前：为什么会有2小时40分钟？！看后：5小时也不是不能看，能不能现在就让我看到part 2？？导演真会拍，哭了好几次。主演cynthia erivo我之前没看过她演的电影，但真的超出预期演得唱得特别动人。ariana是在本色出演才能做到这么自然吗？杨紫琼比她之前所有电影都要优雅。同路人里的纯情小0在这变成花花公子太好笑了。总之每个角色都非常on point，超棒啊。
duckducker,2024-12-01 02:52:48,美国,2星,25,杨紫琼的破鸭嗓
Mona Lishark,2024-12-04 22:28:58,北京,4星,70,当有一个男人进入到她们的关系里时我紧张极了，很怕看到令人不适的雌竞，但是她们没有让我失望。如果这就是你们诟病的政治正确，那么这样的政治正确再给我来一打，我爱看。btw我就是哭得好厉害的那类人，“多数人”因为从来都是“多数人”，不能被触动到也很正常。
赱馬觀♣,2024-12-31 22:27:55,北京,2星,4,基本上，个人是不认同经典颠覆反讲的。你可以对其戏说或者番外，但最好不要反讲。差别在于，前者要么以喜剧风格提前告知观众开个玩笑不必当真，要么即使引入了全新的视角维度，也尽量不要颠覆原著本身的结构框架和价值走向。比如，春风灿烂和八十一难，都是西游记故事中的配角被扶正当主角去讲，可这种变化并不会改变孙悟空的基础定位，不可能说因为挑行李的这回成了男一号，大师兄就必须沦落到取经路上真正好大喜功浑水摸鱼的那一位……很遗憾，本片恰恰就是这种创作思路，相当于把绿野仙踪的一身经脉震得稀碎之后却将外面的皮囊原封不动套上招摇过市。原著之所以经典，就在于形式与内容的高度统一浑然一体。颠覆者总想取表而舍里？不可能成功！即便非要将重要角色好坏反转，也应脱离原著另辟新篇。就像大闹天宫的哪吒和二郎神，分别去了闹海和宝莲灯。
EternalLeonY,2024-11-21 15:19:54,上海,5星,135,我觉得电影上映的这一刻对原版音乐剧粉丝的价值就已经封神了。一切都是恰当的、适合的、尊重的。放在音乐剧影改历史上也是顶尖的存在。情感分直接拉满，从无人哀悼哭到抵抗重力。
德小科,2024-12-08 00:21:40,北京,3星,14,不去为Paul Mescal专门去看《角斗士2》是正确的抉择，但如果不为了Jonathan Bailey专门去看本片，我亲爱的你真是犯了弥天大错。我贝真的艳压全场足下生风时刻撩拨心弦，身段妖娆歌喉赞，舞姿曼妙曲韵扬。离开影厅真的很想把“Jonathan Bailey is so hot”文在身上。实在太适合txl开年会狂欢了，有这么帅的老公放电，还有亚丽安娜160分钟足斤足两的小品放送，happy就好
流雾灯枫,2024-12-10 03:16:01,云南,1星,54,🙄评价不好就是不懂音乐剧不懂内核不懂大女主，这种氛围和电影里面欺凌少数群体有什么不同
消亡之人,2024-11-24 04:26:39,瑞典,5星,83,有这样一部歌舞片，如果不算芭比，再往前要找一部同样“好看”（不论剧情，只看表皮）的作品，至少是欢乐满人间2的魔法时刻，旺卡的舞蹈编排和场景设计，加上黑白魔女库伊拉的炫目服饰，而要找一部同样好听的作品，至少也是马戏之王……有这样一个角色和表演，兼具艾玛罗伯茨的婊气，瑞茜威瑟斯彭在律政俏佳人中的喜感，安妮海瑟薇在公主日记中的甜美天真，同时又能在神经质这个层面吊打爱丽丝漫游仙境里的白皇后，并且有着这类好莱坞金发女前所未有的真诚……没什么可多说的了，男同们，为她疯狂吧！我甚至没怎么听过她的歌！而如果要讨论剧情，其实前后有些割裂，等待下部来填的坑也很多。A女皇化腐朽为神奇的表演是其中的和解乃至一切情感能够算是可信的最大功臣。另外男角色有些多余，希望二十年后能看到直接把两人拍成les的改编。
nice_shinji,2024-12-08 16:43:58,北京,1星,17,这是我在电影院最煎熬的两个半小时，给这片子打三星以上的友邻全部拉黑～
五加皮,2024-12-09 23:23:27,上海,3星,9,最聪明的是找Jonathan Bailey演男主，消除了姐妹爱一男的古早言情味。无世俗性魅力的有色裔边缘主角，肤浅平庸但有趣的blondie+戏外gay icon，以及真gay子演的美男王子，电影版的台前幕后将《绿野仙踪》的酷儿底色完全放大。/舞厅共舞那段美妙至极，朱浩伟可稍稍弥补《身在高地》的罪孽。
mrchen,2024-12-07 16:05:01,广东,5星,83,中國人好吵啊！我指豆瓣！
oDD-O-o,2024-12-12 22:50:23,北京,5星,19,《绿野仙踪》本身是一个经典的（又意外的）酷儿符号。而《魔法坏女巫》将这一层面的意义进一步发挥，通过“建构女巫”辐射到更广泛意义上的权力与歧视议题。我认为一个有意义的续集、前传、改编都应当如此，即找到它在这个时代必须被重新讲述的意义。所以，本片更可贵之处在于，它以再叙/重述寓言的形式提醒着我们世界上不断抬头的民粹势力，让我们在三小时的银幕幻梦中暂且搁置怨尤，从而思考当今世界的纷乱复杂……当然，作为歌舞片它本身是十分赏心悦目的，真的很久没在大银幕看到编排这么出色，这么纯粹的歌舞片了！
20个小明≯,2024-12-04 23:45:07,北京,4星,68,后段高潮部分简直燃炸，充分展现电影艺术视听声画的魔力！影片结束全场掌声雷动，能同时打动原作党和路人粉，导演有点东西！A妹表现超出预期，看过SNL的都知道她其实是有演技的！辛西娅唱功绝了，最吃重的那场戏效果可以用“震撼”来形容，而且你甚至可以听到杨紫琼唱歌（也不算差），还有什么不满足2333（最后经典曲目风光大闭真的太够劲了，没办法只能多给一星
椒盐豆豉,2024-12-10 15:32:23,美国,2星,30,越看脑海中冒出越多“大家是怎么有办法 enjoy 下去的”问号，三星逐渐变成两星。节奏真的太！慢！了！一个音乐剧改编电影光上半部就快赶上整场音乐剧的片长了你敢信，更主要的是也没改出啥出彩的地方。当然歌舞还是好听好看的，但完全被简直是刻意拖慢的节奏给破坏成了观影体验变成如坐针毡的“你又唱？”，音乐剧中节奏适合的戏剧卡通风格在故意拖长了之后也就特别禁不住看（比如感情戏）。这片子是不是按成片长度付工资的啊，简直 outrageous.
Fickler,2024-12-20 15:03:22,天津,4星,13,摄入完女同性恋我回家路上都在眉飞色舞，谁还管剧情到底讲的啥。粉色房间的悄悄话，被“王母娘娘”阻隔的新时代织女织女深情对唱，热气球坏了还有扫帚，这才是我的芭比。就是想到有了魔法的女人总在逃亡就不免一阵心酸。其实并不觉得片中顺直男有任何存在的必要（但可能是音乐剧本身情节如此，但一想到乔贝贝和杨博文都是如此鲜明的gayman A妹又是famous queer icon，不得不说这是一部已经尽力淡化了性别刻板气质的影片。涂了粉色和绿色跳色的指甲油穿着粉色棉服背着绿色帆布包去影院包场看魔法好女同，堪称年末最开心的时刻。
