用户名,评论时间,IP属地,评论分数,有用数量,短评内容
大奇特(Grinch),2024-05-28 21:08:58,北京,4星,176,基于真实事件，聚焦首位游泳横渡英吉利海峡的女性运动员，改写性别偏见。英文片名应当借鉴了《老人与海》的标题，反映泳者与海洋的关系，看她穿过荆棘游向梦想，所有的起落均有意义。后面的横渡是沉浸式的，战胜环境，也战胜自己。将类型片叙事策略吃透后，即便是真实事件叠加体育题材也能驾轻就熟，套路从来都不是问题，关键看具体到每场戏如何行之有效。最感动的仍是片尾原型人物的影像，更加钦佩她的了不起，当性别歧视已成过去，她挥洒的每一滴血泪已经铭记在我脑海。
小泽,2024-08-17 21:00:47,上海,5星,84,女性今天的权利就是靠这些优秀的女性一点点争来的。
魏神陌那,2024-09-19 02:57:09,北京,3星,43,片子很笨拙，太公式化了。这样耀眼的人物，却几乎摸不到她个性的成因，她宿命的脉络，她与环境之间拉扯的张力，只拍了一些非黑即白脸谱化的人，太浪费故事了吧。
樱（富婆版）,2024-06-21 00:35:17,北京,5星,139,原来励志片也可以看得很过瘾。是一部成功的商业片，也是真正的女性主义，有很多次击中，还夹带私货了几个可爱的小幽默，很喜欢。母亲的角色塑造很成功，她才是Trudy真正的领航人，当她在饭桌上宣布了无数个“我决定”，Trudy就注定了要在母亲这里获得源源不断的勇气和力量。几个女性角色都塑造得很生动，复杂性尤其在姐姐的几次转变中呈现出来。而后来的领航人和法国遇到的黑人朋友这两个正面男性形象的出现也没有让男性的塑造过于刻板印象。我总共哭了几次已经记不清了，第一次是在Trudy超过姐姐赢了比赛那里。虽然情节转变得很突然，但是情绪却都铺垫好了，我的眼泪来得猝不及防却又在情理之中。我还想说，本以为姐姐被安排了一个什么奇怪的未婚夫，结果这么帅？？？？？？？？？？？
mummer,2024-10-05 01:40:53,北京,5星,83,阻碍女儿学游泳最后却高呼“是我教她游”的爹、傲慢自大能力欠佳还要暗中使坏的男教练…简介中一句“时代禁锢和社会偏见”太轻飘飘了，轻飘到那些被禁锢、被偏见的痛苦变得模糊泛化，似乎一旦归为“时代和社会”这样的宏大主体下，就无人需要负责。就像听Echo重男轻女的段子，根本笑不出来。不是段子不好，而是太好了，好到让人想哭。唐香玉说我也想关注更大的视野，但先要把眼前的障碍清除，杨笠说“我们就讲这个”，片方强调南丁格尔只是个姓氏，影片中张校长遇到困难要想到丈夫才获得力量，出走的决心几乎没有排片。。光是文娱新闻，这样的例子仍然一抓一大把不是吗。女性是一种处境，是特鲁迪·埃德尔、妈妈姐姐教练等等这样勇敢的心，为我们一点点扩大了女性的想象空间，争取本该有的待遇。girls help girls真的不是梗，是现实
多喝热水就好了,2024-06-30 19:11:32,北京,5星,141,我从头哭到尾。影院里观众不多，但大部分都是女性，年轻的，中年的，妹妹、姐姐、阿姨，电影结束时响起掌声。young women and the sea，最讽刺的就是毫无女性痕迹的译名。如果上帝不希望我们胜利，愿每一位女性都能挣脱上帝之手，为了赢，为了心之所向，也为了快乐。感谢我的天才女友们为世界带来的一切，无论是曾经的，现在的，屏幕上的，还是现实中的。就像多佛悬崖上跳跃的篝火。让我们向着光游去。
汪金卫,2024-07-24 07:52:35,北京,3星,39,平庸之作。工整，匠气，套路，充满不加掩饰的口号与刻意设计。一众女男主配角人设符号化，表演带有舞台剧般的轻度夸张风格，并在部分情节进行了戏剧渲染，制造女主角被冷落与成功的两极反差。为此，主创在一些关键剧情修改了史实：特鲁迪·埃德尔在1924年巴黎奥运会上也获得了女子4x100米游泳接力的金牌，回国时也参与了美国奥运会代表团的庆祝游行。她的两次横渡英吉利海峡的尝试其实间隔了一整年，第二次尝试也受到关注，并在起点、终点拍下纪实影片。难道真实的特鲁迪横渡海峡壮举还不够伟大吗？为什么非要莫名其妙地添油加醋？难道参考了短剧爽文式逆袭路数？两星半。
WhiK,2024-05-31 22:54:19,北京,2星,83,工整到无聊的传记片，我特别不喜欢看聚焦运动员尤其是个人项目的传记片，就是因为老喜欢夹带私货上无聊的外部因素社会因素这种那个价值观，好像传奇是外因塑造的。就是没有足够的篇幅给到运动员本身在变得更高更快更强过程中的艰辛努力和进步，运动员的个人探索太少了，游泳是个很孤独的需要战胜自己的项目，几个蒙太奇就糊弄过去了。前面一堆女主小时候的戏份都可以删掉，不需要那么多庞杂的人物，最好的部分是后半小时女主一个人在黑暗中彷徨挣扎，这个可以着重深挖结果是群众的火焰让她找到方向哈哈哈哈，尼玛这是China主旋律吗笑喷了
Obiwan,2024-06-14 22:43:49,上海,5星,171,这是我看过最直接拍男害女不找理由不给洗白不拿男角色喧宾夺主女角色的电影，所有的女性角色都那么充满力量，女性的力量在沉默中在行动中不在喊叫中，所以这部不会像别的运动片那样假嗨，节奏掌控超舒服该爽爽该转折转折，好几幕都哭了，一结束看左右都在擦眼泪，女主这一部拉回我星战后传三部对她的减分
WIKI魏,2024-05-31 00:15:13,北京,4星,193,很喜欢泳者之心这个译名，不成功便成仁，没有对游泳的恒心，完成不了史无前例的壮举，有力地回击了当时男权社会对女性的偏见和敌意。大银幕沉浸感很强，被特鲁迪的成长深深吸引，她在游泳上的天赋可以说是天才了，只需要一个机会向世人证明自己，但却在固有偏见下显得困难重重，有感于她强大的内心和自信，换一般人可能就放弃了，同时家庭矛盾冲突的化解又非常感人，即便现在这个时代来看，也很有现实性和教育意义。正所谓天道酬勤，成功只会垂青于时刻准备无所畏惧的人
