用户名,评论时间,IP属地,评论分数,有用数量,短评内容
不将就。,2016-12-07 23:04:20,,5星,57,看了很多次 都没坚持  看完后又觉得电影太短  经典就是经典 男女主角的爱情故事令人羡慕 结局虽不尽人意 但经历是美好的
不错我就是神,2018-01-11 12:53:57,,4星,266,经典，自己多么也想拥有那样的爱情啊。可是现实生活中很难有那样一个人可以不惜一切为你。。
隔岸观船,2017-01-13 23:15:02,,4星,131,在灾难面前 人类的渺小无力 在死亡面前 人人平等 这部影片闪烁着人性的光辉 爱能跨过阶级 超越生死
樱花飞舞时,2018-03-15 13:24:44,,5星,177,这部电影让我相信了爱情的存在性与永恒性，值得被永久收藏。
爱幻想的小孩,2013-03-24 17:48:34,,4星,79,这么多年后重新看真的觉得卡神真的是很厉害，这么多人的场面调度，那么大的压力，还能沉稳的拍片，佩服。不过看他的删节镜头还是很失望的，觉得这么蠢的戏怎么能拍出来，特别是那个备用版本的结局，又蠢又俗
时以星,2008-07-21 01:41:25,,4星,89,如果十年前很抗拒，说没什么特别的，那是因为当年太年幼，你以为你能拥有比这更深刻的爱情。
布兹克兹,2021-02-18 16:01:54,,5星,127,“我这辈子最幸运的事，是赢得了那张船票————它让我遇见了你。”
张维托,2011-02-03 12:59:03,,5星,64,敬意给所有从容死去的人。给安德鲁斯。给我最爱的大西洋。给童年半梦半醒那段回忆里对电影的一切记忆。
自在_zhang,2023-03-02 11:18:39,湖南,5星,98,熬了下夜在电脑上看完了，之后失落了一晚上……
Adastra,2022-10-24 11:27:06,福建,3星,120,说实话，我对Jack和Rose的老套爱情故事无感，对里面的小人物倒是很感兴趣。工程师对自己没能造出坚不可摧的泰坦尼克的悔恨，船长对自己因追求荣誉酿成灾难的痛心，大副为了维护秩序枪杀穷人而饮弹，这些情节体现的人性更让我刻骨铭心，配乐顶级。
松村北抖M,2023-02-15 11:21:54,中国台湾,5星,82,有幸在25週年重映看上大螢幕甚至是RealD的3D，當年的KateRose真的太美太美
cyannnn.,2023-01-06 10:33:23,湖北,5星,78,you jump i jump 时隔多年依然被这部电影所感动 最感动的不在于rose和Jack的爱情 而是rose勇敢打破那个时代的女性桎梏 思想上解放 违背母意选择自己的生活 卡导对于灾难大场面的把握做的太好了
随意,2017-05-07 22:44:47,,5星,37,觉得挺经典，多年以后仍然忘不了当时看时的感动和惋惜。
俗世旧人,2024-05-06 23:50:22,广东,5星,33,十年一次的观看体验，十几岁看热闹，二十几岁看爱情，三十多岁看人性、阶层、灾难、职责、自由、生命力、拯救和成全。每一次都是五星观感体验。
